Dice_coefficient,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/C,config/penalty,config/loss,config/multi_class,logdir
0.8463921366716474,1711577566,,False,1,9ed36_00027,2024-03-27_23-12-46,450.34001111984253,450.34001111984253,14908,PrF-NB-PoselHP1,127.0.0.1,450.34001111984253,1,0.0625,l1,squared_hinge,ovr,9ed36_00027
0.846387559415821,1711577567,,False,1,9ed36_00026,2024-03-27_23-12-47,451.2232265472412,451.2232265472412,9184,PrF-NB-PoselHP1,127.0.0.1,451.2232265472412,1,0.03125,l1,squared_hinge,ovr,9ed36_00026
0.8463761725241206,1711577567,,False,1,9ed36_00025,2024-03-27_23-12-47,451.02036237716675,451.02036237716675,5268,PrF-NB-PoselHP1,127.0.0.1,451.02036237716675,1,0.015625,l1,squared_hinge,ovr,9ed36_00025
0.8463542580102736,1711577115,,False,1,9ed36_00024,2024-03-27_23-05-15,516.3968458175659,516.3968458175659,9184,PrF-NB-PoselHP1,127.0.0.1,516.3968458175659,1,0.0078125,l1,squared_hinge,ovr,9ed36_00024
0.8463016311477075,1711577115,,False,1,9ed36_00023,2024-03-27_23-05-15,531.9352006912231,531.9352006912231,5268,PrF-NB-PoselHP1,127.0.0.1,531.9352006912231,1,0.00390625,l1,squared_hinge,ovr,9ed36_00023
0.8462365518316922,1711577116,,False,1,9ed36_00022,2024-03-27_23-05-16,534.1262638568878,534.1262638568878,14908,PrF-NB-PoselHP1,127.0.0.1,534.1262638568878,1,0.001953125,l1,squared_hinge,ovr,9ed36_00022
0.8461982959134337,1711577115,,False,1,9ed36_00021,2024-03-27_23-05-15,533.3877663612366,533.3877663612366,13956,PrF-NB-PoselHP1,127.0.0.1,533.3877663612366,1,0.0009765625,l1,squared_hinge,ovr,9ed36_00021
0.845072607232824,1711586820,,False,1,9ed36_00057,2024-03-28_01-47-00,5298.546584367752,5298.546584367752,9184,PrF-NB-PoselHP1,127.0.0.1,5298.546584367752,1,32.0,l1,hinge,crammer_singer,9ed36_00057
0.8443807812512634,1711608905,,False,1,9ed36_00078,2024-03-28_07-55-05,5251.953561782837,5251.953561782837,13956,PrF-NB-PoselHP1,127.0.0.1,5251.953561782837,1,32.0,l1,squared_hinge,crammer_singer,9ed36_00078
0.8416252124532696,1711648964,,False,1,9ed36_00143,2024-03-28_19-02-44,11370.990818023682,11370.990818023682,14908,PrF-NB-PoselHP1,127.0.0.1,11370.990818023682,1,128.0,l2,hinge,crammer_singer,9ed36_00143
0.8397806899880379,1711640345,,False,1,9ed36_00141,2024-03-28_16-39-05,5336.658311128616,5336.658311128616,9184,PrF-NB-PoselHP1,127.0.0.1,5336.658311128616,1,32.0,l2,hinge,crammer_singer,9ed36_00141
0.8393598008021285,1711684006,,False,1,9ed36_00165,2024-03-29_04-46-46,16154.700332641602,16154.700332641602,3372,PrF-NB-PoselHP1,127.0.0.1,16154.700332641602,1,256.0,l2,squared_hinge,crammer_singer,9ed36_00165
0.8388118757124665,1711676055,,False,1,9ed36_00164,2024-03-29_02-34-15,11336.986483573914,11336.986483573914,14908,PrF-NB-PoselHP1,127.0.0.1,11336.986483573914,1,128.0,l2,squared_hinge,crammer_singer,9ed36_00164
0.8369016411497661,1711589787,,False,1,9ed36_00058,2024-03-28_02-36-27,7792.0551698207855,7792.0551698207855,5268,PrF-NB-PoselHP1,127.0.0.1,7792.0551698207855,1,64.0,l1,hinge,crammer_singer,9ed36_00058
0.8363958360417069,1711627437,,False,1,9ed36_00081,2024-03-28_13-03-57,17236.9876537323,17236.9876537323,9184,PrF-NB-PoselHP1,127.0.0.1,17236.9876537323,1,256.0,l1,squared_hinge,crammer_singer,9ed36_00081
0.8354553291605237,1711594292,,False,1,9ed36_00059,2024-03-28_03-51-32,11346.51214337349,11346.51214337349,14908,PrF-NB-PoselHP1,127.0.0.1,11346.51214337349,1,128.0,l1,hinge,crammer_singer,9ed36_00059
0.8332147829044029,1711620422,,False,1,9ed36_00080,2024-03-28_11-07-02,11516.313915014267,11516.313915014267,13956,PrF-NB-PoselHP1,127.0.0.1,11516.313915014267,1,128.0,l1,squared_hinge,crammer_singer,9ed36_00080
0.8303902288143429,1711614105,,False,1,9ed36_00079,2024-03-28_09-21-45,7909.084635257721,7909.084635257721,14908,PrF-NB-PoselHP1,127.0.0.1,7909.084635257721,1,64.0,l1,squared_hinge,crammer_singer,9ed36_00079
0.8253090736702079,1711601281,,False,1,9ed36_00060,2024-03-28_05-48-01,16949.663294792175,16949.663294792175,13956,PrF-NB-PoselHP1,127.0.0.1,16949.663294792175,1,256.0,l1,hinge,crammer_singer,9ed36_00060
0.8193303943829275,1711644656,,False,1,9ed36_00142,2024-03-28_17-50-56,7805.584055423737,7805.584055423737,3372,PrF-NB-PoselHP1,127.0.0.1,7805.584055423737,1,64.0,l2,hinge,crammer_singer,9ed36_00142
0.8172260724167778,1711657772,,False,1,9ed36_00144,2024-03-28_21-29-32,17427.05365586281,17427.05365586281,9184,PrF-NB-PoselHP1,127.0.0.1,17427.05365586281,1,256.0,l2,hinge,crammer_singer,9ed36_00144
0.8038281466357096,1711669138,,False,1,9ed36_00163,2024-03-29_00-38-58,7749.053863763809,7749.053863763809,9184,PrF-NB-PoselHP1,127.0.0.1,7749.053863763809,1,64.0,l2,squared_hinge,crammer_singer,9ed36_00163
0.7437404560908853,1711610200,,False,1,9ed36_00061,2024-03-28_08-16-40,23380.36053085327,23380.36053085327,9184,PrF-NB-PoselHP1,127.0.0.1,23380.36053085327,1,512.0,l1,hinge,crammer_singer,9ed36_00061
0.7134848233804589,1711637593,,False,1,9ed36_00082,2024-03-28_15-53-13,23488.113951206207,23488.113951206207,14908,PrF-NB-PoselHP1,127.0.0.1,23488.113951206207,1,512.0,l1,squared_hinge,crammer_singer,9ed36_00082
0.7039346815245275,1711667852,,False,1,9ed36_00145,2024-03-29_00-17-32,23195.667796850204,23195.667796850204,3372,PrF-NB-PoselHP1,127.0.0.1,23195.667796850204,1,512.0,l2,hinge,crammer_singer,9ed36_00145
0.6871468678818363,1711700527,,False,1,9ed36_00167,2024-03-29_09-22-07,25383.591653585434,25383.591653585434,5268,PrF-NB-PoselHP1,127.0.0.1,25383.591653585434,1,1024.0,l2,squared_hinge,crammer_singer,9ed36_00167
0.6362313421644509,1711690921,,False,1,9ed36_00166,2024-03-29_06-42-01,21783.418734788895,21783.418734788895,9184,PrF-NB-PoselHP1,127.0.0.1,21783.418734788895,1,512.0,l2,squared_hinge,crammer_singer,9ed36_00166
0.5225543192153159,1711675143,,False,1,9ed36_00146,2024-03-29_02-19-03,28403.87312078476,28403.87312078476,5268,PrF-NB-PoselHP1,127.0.0.1,28403.87312078476,1,1024.0,l2,hinge,crammer_singer,9ed36_00146
0.4773364626506055,1711646739,,False,1,9ed36_00083,2024-03-28_18-25-39,28689.71691966057,28689.71691966057,5268,PrF-NB-PoselHP1,127.0.0.1,28689.71691966057,1,1024.0,l1,squared_hinge,crammer_singer,9ed36_00083
0.36095037581286626,1711618049,,False,1,9ed36_00062,2024-03-28_10-27-29,28262.395218849182,28262.395218849182,5268,PrF-NB-PoselHP1,127.0.0.1,28262.395218849182,1,1024.0,l1,hinge,crammer_singer,9ed36_00062
