Dice_coefficient,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/n_estimators,config/max_features,config/bootstrap,logdir
0.7865641109117429,1711707969,,False,1,9b12d_00005,2024-03-29_11-26-09,492.73775815963745,492.73775815963745,10372,PrF-NB-PoselHP1,127.0.0.1,492.73775815963745,1,5,log2,False,9b12d_00005
0.7801739711579656,1711707606,,False,1,9b12d_00000,2024-03-29_11-20-06,548.9542281627655,548.9542281627655,6984,PrF-NB-PoselHP1,127.0.0.1,548.9542281627655,1,5,,True,9b12d_00000
0.7058412340533029,1711708283,,False,1,9b12d_00007,2024-03-29_11-31-23,653.6081123352051,653.6081123352051,12624,PrF-NB-PoselHP1,127.0.0.1,653.6081123352051,1,6,,False,9b12d_00007
0.7056496039096174,1711709217,,False,1,9b12d_00013,2024-03-29_11-46-57,732.3699009418488,732.3699009418488,9228,PrF-NB-PoselHP1,127.0.0.1,732.3699009418488,1,8,,False,9b12d_00013
0.7039033939348768,1711710150,,False,1,9b12d_00019,2024-03-29_12-02-30,903.7585651874542,903.7585651874542,12624,PrF-NB-PoselHP1,127.0.0.1,903.7585651874542,1,10,,False,9b12d_00019
0.7034564355370384,1711712886,,False,1,9b12d_00031,2024-03-29_12-48-06,1297.7521324157715,1297.7521324157715,12624,PrF-NB-PoselHP1,127.0.0.1,1297.7521324157715,1,16,,False,9b12d_00031
0.702608945792178,1711717715,,False,1,9b12d_00049,2024-03-29_14-08-35,1920.6600680351257,1920.6600680351257,10372,PrF-NB-PoselHP1,127.0.0.1,1920.6600680351257,1,32,,False,9b12d_00049
0.7024737731815489,1711714270,,False,1,9b12d_00037,2024-03-29_13-11-10,1383.8146123886108,1383.8146123886108,12624,PrF-NB-PoselHP1,127.0.0.1,1383.8146123886108,1,20,,False,9b12d_00037
0.7017491089706971,1711719742,,False,1,9b12d_00055,2024-03-29_14-42-22,2317.8771069049835,2317.8771069049835,12624,PrF-NB-PoselHP1,127.0.0.1,2317.8771069049835,1,40,,False,9b12d_00055
0.701562018295662,1711722239,,False,1,9b12d_00061,2024-03-29_15-23-59,2892.9620428085327,2892.9620428085327,6984,PrF-NB-PoselHP1,127.0.0.1,2892.9620428085327,1,50,,False,9b12d_00061
0.7012387226523222,1711737745,,False,1,9b12d_00085,2024-03-29_19-42-25,6673.744503498077,6673.744503498077,10372,PrF-NB-PoselHP1,127.0.0.1,6673.744503498077,1,126,,False,9b12d_00085
0.7012347644275891,1711732585,,False,1,9b12d_00079,2024-03-29_18-16-25,5343.370383501053,5343.370383501053,12624,PrF-NB-PoselHP1,127.0.0.1,5343.370383501053,1,100,,False,9b12d_00079
0.7012198779163542,1711744276,,False,1,9b12d_00091,2024-03-29_21-31-16,8384.55732178688,8384.55732178688,6984,PrF-NB-PoselHP1,127.0.0.1,8384.55732178688,1,158,,False,9b12d_00091
0.7009730602133177,1711752737,,False,1,9b12d_00097,2024-03-29_23-52-17,11432.51001548767,11432.51001548767,9228,PrF-NB-PoselHP1,127.0.0.1,11432.51001548767,1,200,,False,9b12d_00097
0.7006730845682853,1711724915,,False,1,9b12d_00067,2024-03-29_16-08-35,3440.890510559082,3440.890510559082,10372,PrF-NB-PoselHP1,127.0.0.1,3440.890510559082,1,63,,False,9b12d_00067
0.7005208193543991,1711711335,,False,1,9b12d_00025,2024-03-29_12-22-15,1017.7348525524139,1017.7348525524139,10372,PrF-NB-PoselHP1,127.0.0.1,1017.7348525524139,1,13,,False,9b12d_00025
0.7002751082273048,1711728258,,False,1,9b12d_00073,2024-03-29_17-04-18,4238.008451938629,4238.008451938629,9228,PrF-NB-PoselHP1,127.0.0.1,4238.008451938629,1,79,,False,9b12d_00073
0.6999597479675299,1711715975,,False,1,9b12d_00043,2024-03-29_13-39-35,1704.4213020801544,1704.4213020801544,12624,PrF-NB-PoselHP1,127.0.0.1,1704.4213020801544,1,25,,False,9b12d_00043
0.6988362056089998,1711707630,,False,1,9b12d_00001,2024-03-29_11-20-30,572.147524356842,572.147524356842,12624,PrF-NB-PoselHP1,127.0.0.1,572.147524356842,1,5,,False,9b12d_00001
